Komen,Klasifikasi
"assalamu'alaikum
pak izinkan saya ingin bertemu bapak, dan ingin bantuan cara buka usaha dari modal sedikit karena saya hanya lulusan SMA yg ingin membahagiakan orang tua saya dan orang-orang di sekitar saya",0
Musik di awal video mengingatkan gue dengan intronya bobon wkwkw,0
"Bang sandi luar biasa dan semangat trus,,,, salam dari Sumbawa NTB",0
Terus berkarya bang sandi...jauhi politik..,0
Kalo bossman sandi maju 2024 sampe titik darah penghabisan keluarga besar saya dukung,0
Bang sandy jgn menteri..beliau presiden cocoknya.sy doa kan beliau akan memimpin indonesia menjadi presiden,0
Menteri olahraga cocok bang sandi,0
"Semangat terus Bung Sandi... Satukan Hati untuk Indonesia,,,,kalau kata Pak Gatot Nurmantyo ????",0
Doi mah udh dari dalam perut emang keluarga tajir dan tidur di atas duit..siapa yg tidak tau uno!!!,0
Baru tau kalau densu pernah buat peternakan ayam jga..,0
Sukses terus buat sandi uno,0
"Saya mau ketemu pak sandiaga uno, kira2 bisa nggak ya?",0
Editan awalnya puyeng pak sandi,0
Pak sandi lebih cocok jdi pengusaha dr pada politikus...terlalu jujur soalnya...sehat dan semgt trs pak..,0
"Contoh baik ,diusia muda pebasket densu dari satria muda dengan penghasilan yang begitu menggiurkan,kalau ikut pertandingan antara daerah densu slalu ikut dari sulewesi selatan,dan pernah beternak hasil nya mengecewakan ,dan pernah bisnis dijaman black berry pernah menghasilkan rp.30 milyal itu prestasi yang selalu dijalani dengan iklas dan tidak akan terlupakan sepanjang hidupnya,mudah mudahan pebasken sombong juga pebasket pendiam slalu dalam lindungan yang maha kuasa.",0
"Tumben musicnya keren bang wkwkkwk,",0
Salam fans dari ternate maluku utara bang sandi ada salah masyarakat di tempat kami yang ingin operaai usus buntu namun tidak memiliki biaya,0
"Sandiaga Uno : saya ga akan menjadi bagian mentri Jokowi
PDIP : ikut aja sini, uang rakyat yg kita utang dari china masih banyak,, ntar kita bagi rata uangnya asalkan main rapih aja biar ga di ciduk KPK 
Sandiaga Uno : oh oke klo Milyaran kebagian mah gpp saya ikut",0
Konten  yg berkelas,0
Pak sandi undang dong mas ryan mahendra putra bpk haji haryanto,0
DAN SEKARANG PAK SANDI BENERAN JADI MENTRI (WALAUPUN BUKAN OLAHRAGA),0
Bang sandi... tahun 2024 siap maju lg yah. Tapi kali ini bukan si wowo pasangan abang. Nih ane pasangin abang sama si bossman mardigu wowie. Gmna bang??klo setuju ane siap bergerilya. Yang lain gmna stuju gk???mardigu wowie - sandiaga uno untk RI 1 - RI 2,0
"Wahh inii mahh Intro bobon benar nggak 
",0
"Wajar kaya ...
Ibunya Mien Uno sudah kaya duluan ... pengusaha Kosmetik !",0
"Pak sandi, saya seorang karyawan biasa saat ini, tapi dalam hati ingin sekali jadi pebisnis, pernah berternak burung puyuh tapi gagal karena mati semua yang membuat hancur hati ini ,
, tips tips nya dong pak biar bisa sesukses bapak",0
mata gw yang picek apa kameranya yang burem yah,0
Bg sandi minta tlg cara masarin lengkuas merah ke negara penerima rempah2 082373511121 dedi,0
Keren dua pria Kobatama...,0
Bagus & sangat Inspiratif,0
Dunia terus yang katanya pro rakyat,0
"Bang Sandi saya ikuti anda,boleh mampir",0
Hadir pak sandi dari karawang,0
"Ngapain bikin konten seperti ini bang Sandi? Kok ""pebasket sombong"" yg dijadikan tema? Menginspirasi apa coba?",0
"Alhamdulillah, semoga sehat bapak dan keluarga 
Senang Nemu vlognya bapak",0
"Semoga selalu sehat Bpk, ibu, ade, semuanya, aamiin. Dari Banyuwangi berterimakasih banyak",0
"Terimakasih pak Sandy, berkat bapak baru saya tahu isi dalem Alphad yg sesungguhnya",0
"Maap baru nonton
Slm dari semarang pak semoga bpk selalu sehat dalam lindungan tuhan yang maha esa lagi maha pengasih amen",0
"Selamat ya pak untuk posisi baru nya, mengabdi bagi rakyat di bidang yg semoga berkat dan pas bagi perkembangan pariwisata dan ekonomi kreatif.",0
"Meskipun kalah di pilpres tapi wibawa nya masih hidup dikalangan masyarakat,kehormatan menjadi sosok seorang pemimpin masih kental di masyarakat kita",0
Salam dari Warga Lampung di Malaysia ???? Semoga PK Sandiuno Sklwrga Sehat sllu Amin,0
"Selalu seru ngikutin perjalanan bang Sandi dan selalu menyapa pelaku UMKM, sehat selalu bang Sandi n mpo Nur serta Sulaiman selamat sampai tujuan.",0
"Selamat dan sukses Atas Ujian dan Cobaan Barunya ,Semoga bisa Merata dari Sabang Sampai Merauke.",0
Smoga sekeluarga SEntiasa dalam lindungan alloh swt. Amin,0
"Semoga seht dn sllu dlm lindungn Allah,,aamiin..slm sejahtra buat bapak sekeluarga,,semngnt trus ya..",0
"Abang Sandi yang keren dan Santun...  Semoga sehat selalu sekeluarga..
Walau perjalanan namun tak lupakan kewajiban beribadah",0
"Waduh g mampir jombang, lain waktu mampir jombang bang sandi. Semangat NKRI. Selamat sampai balik jkt bang.",0
"Doakan saya bang, biar saya sukses dan hebat serta tawakal seperti bang sandi",0
"Hebat...alumni SMP 12 Jakarta Selatan, Angkt 1984",0
Semoga selalu di beri kesehatan dan keberkahan buat  keluarga bg sandi..amiin..,0
Mugia sekeluarga sehat slalu beserta crunya sehat slalu Aamiin YRA,0
Semoga pak sandi sehat selalu beserta keluarga dan semoga selalu bermanfaat untuk orang banyak,0
"Yg bertemu dengan pak sandiago uno sangat lah beruntung, semoga saya bisa seberuntung mereka yg bisa bertemu dengan pak sandiago uno . Sehat sehat trus pak dan sekeluarga",0
Sehat  Terus Bang Sandi,0
"Keren bang sandi,, sehat trus",0
Selamat & Sukses UMKM Pak,0
"secara content mantap, no comment. hanya transisi video nya maaf perlu dibikin lebih smooth.",0
Seperti biasa saya hanya bisa mendoakan yg terbaik buat pak Sandiaga Uno,0
Hati2 selalu selamat  Sampe tujuan dan di manapun  Sepi begini lebih Asik Naik mobilll.,0
"Sehat selalu pak Sandi sekeluarga Aamiin,..",0
Kalau ada waktu Mampir ke daerah Jimbaran pak. Ke sekolah Mutiara Bali. Biar bisa liat mengenai pembelajaran online di Bali.,0
Semangat buat konten positive nya,0
Smga bg sandi skkrga ttp istiqamah diatas agama allah swt dan mnjdi pemimpin yg sholeh utk kemajuan peradaban bngsa ini.,0
"Assalamu'alaikum pak
Bagaimana agar bisa mengundang bapak dalam sebuah acara webinar? 
",0
"Sehat selalu pak sandi,, apakah ada jadwalnya ke Sulawesi tenggara ??",0
Muncul di beranda dan baru nonton  sehat selalu bapak menteri,0
Semangat terus pak sandi semoga selalu sukses,0
Yg peting istirahat  yg cukup  karena Jakarta Bali memang Jauh bangaett tpi Asik.,0
semangat terus ni klau lagi lihat bang sandi,0
seseorang yang sangat menginspirasi. sukses terus pak sandiaga uno.,0
"Waktu kuloah dijkt saya dulu pernah ikut kunjungan industri farmasi brgkt dr kampus ISTN jakarta menuju semarang dan mengunjungi industri farmasi disna,terus ke surabaya ke kampus Unair dan prjlanan trkhr lwt banyuwangi menuju Bali naik bis ,seru sekali brsama kwan satu angkatan dan kk senior yg jadi panitia,,pulang dr bali lgsg berat badan naik krn di bus makan terus...hahaha...seru..tpi skrg udh pulang kampung ke Riau..mengabdi didaerah asal..",0
"Gak pernah bosen gw lihat vlognya bang sandi, orangnya low profile banget gak ada angkuh2nya dari dulu sebelum jadi menteri sampe udah jadi menteri sama aja orangnya gak ada yg berubah, coba perhatikan deh beliau gak jarang banget pake pemgawalan2 tiba2 nongol aja..... Kalau yg lain mau sidak aja 10 mobil pemgawal ngikutin..... Bravo bang sandi",0
Pak sandi kapan mampir jogja??wisata ke jogja pak sandi uno. Sukses dan sehat selalu pak sandi dan keluarga aminn,0
Yang membangun tol sekali nya bang sandi salah satunya.... mantap,0
"Pak Sandi skrg fresh mukanya 
Hehe 
Gak Kaya waktu dulu nyawapres 
Alhamdulillah
Semoga sehat selalu pak",0
"Semoga bisa ketemu pak sandi di bali ye allah. Pengen berfoto sama pak sandiaga uno.aamiin,semoga terkabul",0
"Hebat keluarga pa Sandi, mau naik mobil puluhan kilometer...padahal jauh...merakyat sekali...teladan yg baik",0
Pak Mentri saya rakyat kecil usul ini mohon UMKM dibantu modal lunak seperti konsepnya Bossman dan dapat dispot ekspornya maju terus pak mentri sehat sll,0
Sukses slalu pak smoga 2024 maju lagi y,0
"Kami warga jawa timur lebih respect ke pak sandiaga uno dari pada mr  anis baswedan,,,,moga sehat sllu pak,,,,smoga pk sandi bisa mnjadi orang no 1 di indonesia nanti amiin",0
"Periode berikutnya berharap bapak Sandiaga Uno calon capres 
Saya siap jadi relawan wilayah Jawa barat",0
Sosok calon pemimpin yg mengerti rakyatnya,0
Ya allah bang sandi orngnya baik bener,0
Mantab bossku.lanjutkan,0
Selamat sehat Lancar,0
Pasang foto Pak Menteri beserta Pemilih  tempat usaha UMKM yg di Kunjungi Supaya yg jualan Semangat dan Konsumen juga Terkesan untuk balik lagi..,0
bang sandi jgn lupa mampir di brebes beli telor asin...di jamin mantap...salam warga brebes,0
"idolaku bang sandi. muda,cerdas,sukses, religius",0
Wah mantap pak Sandi moga sehat selalu,0
Terima kasi sudah jalan jalan ke bali,0
"Bang Sandi, bikin pelatihan online bang Sama ok oce nya d gerakkan lagi",0
Terus merakyat terus turun ke grass root bang Sandi,0
"Selamat malam bpk , gak nyarii sopir bpm selama liburan di bali ?",0
Semoga mampir ke jembrana (bali barat) bang sandi,0
"Saya org Bali dan kerja di tourism industry... Seneng deh Bapak beserta keluarga overland ke Sali, tolong undang dan ajak semua teman2 untuk datang ke Bali Pak, ramai kan Bali dgn wisatrawan lokal agar Bali kembali bergairah kembali, kalau bukan dari lokal dari mana lg Bali akan dikunjungin wisatawan. Selamat berlibur di Paradise Island of Bali",0
"Kalau di bali kabarin pak sandi saya pengen ketemu ,biar tdk hnya liat di TV atau di youtube aja",0
"Ketika yg bangun CIPALI, menikmati hasil karyanya",0
"Ini kalau nyebrang ke Bali, pakai rapid test ta bang sandi",0
"Pak Sandiaga, mau bertanya tp mohon maaf apabila pertanyaan nya tidak sesuai dgn konten. 
Perihal dunia saham indonesia, apabila kita mau beli saham suatu perusahaan, apakah harus melalui sekuritas pak? Bisakah tanpa sekuritas pak?
Kemudian yg terakhir, apakah dahulu pak sandiaga menggunakan sekuritas? Mohon pencerahan dan ilmu nya pak.. Terima kasih",0
"P Sandiaga bersama klrg terjun lsung k rakyat, modeling calon pimpinan sejati unt Indonesia, sukses bpk n sy seklrg mendukung anda",0
Trima kasih bapak Sandi Sudah mendukung pariwisata Bali.. Anda  benar2 peminpin sejati,0
Dukung umkm dan brand local pride pak,0
"Selamat masuk kolam bung,sia sialah semua perjuangan kami",0
asik bang sandi....juga lg nyiapin mau driving ke bali rasanya seru deh,0
SAYA TENGKU BANG.. SEMOGA SUATU SAAT JUGA DAPAT TOUR KE SUMATRA YA. DAN JANGN LUPA MAMPIR DI KOTA SAYA PADANG TERCINTA.,0
Kapan yah ke cilacap pak mentri salam hormat dari cilacap..,0
Pak sandi ini kalem Tapi wibawanya kerasa banget kalo dia ini seorang pemimpin,0
"Assalamualaikum, pak Sandi kasi solusi nya dong buat pemilik Tanah Tambak yg tergerus oleh air laut(kena rob) hampir semuanya hilang krn menyatu dgn laut, maaf lwt komentar youtube nya pak Sandi krn sepertinya tdk pernah di pikirkan pemerintah trimakasih",0
Assalla'mualaikum bang sandi kpn bang sandi silatulrahim ke pondok pesantren Darunnasyen di lawang pimpinan Habib Ibrahim ba'abud,0
"Smoga sehat selalu ya mas sandi beserta kluarganya.Aamiin
Saya fans bpk prabowo & mas sandiaga uno.",0
"Teruntuk pak sandiaga uno . .
Aku perernak ayam kecil kecilan . .aku pengen banget ngembangin usaha . Tapi  aku terkendala moadal   . Aku pengen banget bisa kerja sama dengan beliau . Amin semoga beliam bisa kerjasama dengan aku . .amin ya allah",0
"Saya ingin bikin usaha kolam renang sederhana,,,butuh dana 200 juta, tanah udah ada tinggal dana aja,, saya ingin menyajikan kolam renang yg murah, buat saudara saudara kita yg buzzetnya kurang banyak, cukup bayar 5ribu aja, biar tdk usah ke tempat yg mahal yg harus mmbyar tiket masuk 35/50 perorg",0
"Bapak saya malah kebalikannya, kalo di tol gak ngantuk katanya spaneng dengan kecepatan tinggi, kalo jalan biasa malah ngantuk",0
Mampir ke kediri pak nanti jalan jalan ke tempat hist dikediri dan mengunjungi jembatan lama,0
"bang sandi, sebelum ke Bali, boleh tonton channel saya dulu, saya update lengkap tentang kondisi Bali saat ini. ditunggu dan salam gasspool dari bali",0
"Sebagian besar pak sandi adalah pemilik saham terbesar tol cipali..
Sekarang lewat situ bapak bayar gak yaa    
Sebagai pemilik saham terbesar nya",0
Mungkin gara-gara nonton video ini Pak Jokowi minta Pak Sandi bergabung ke kabinet untuk jadi Menteri Pariwisata,0
"Pak sandi terlalu parno sama covid,
Covid sy percaya ada tp tidak ganas seperti yg diberitakan, cuman kayak flu biasa aja, kapan bisa berakhir ni covid kalok orang"" atas masih selalu was was",0
"Bang Sandi, gue ngikut...semangat terus jangan sampai padam, salam dari surabaya, dah langsung gue dukung dgn subscribe Bang...dukung balik gue Bang biar sama2 mantaaabbb.",0
Lebih Perdayakan umkm yg terkena dampak tol cipali pak,0
"Terlalu singkat bang videonya.. banyak kegiatan yg shrusnya diekspos d vid..  hrsnya dbkin bbrapa konten aja bang..  sy support kegiatan smcm ini, yg mndkung kegiatan ekonomi masyarakat (umkm). Sukses sllu channelnya smoga dpt mmbantu ekonomi masy..",0
"Mudah""-an di pilpres thn 2024 mas SANDI berpasangan dengan mas AHY biar indonesia tambah mantaaap",0
Papah Online gak jadi wapres masih kayak gini apalagi kalau jadi wapres makin mantap pak,0
sekali sekali datang ke medan pak sandi biar makan durian medan.,0
"Sayang banget orang soleh malah dak dipilih,kapan pak sandi dirubah hukuman orang korupsi dimiskinkan",0
Pak sandi jgn lupa mampir ke villa tmpt saya kerja,0
"Jangan lupa mampir kota pasuruan pak .. Ada oleh"" khas nya looo..",0
Hehehehehe enak jln tolnya enak ya pak... nggak macet kn.....dlu waktu kampanye rakyat nggak butuh imprasturktur....,0
Sandiaga uno ganteng siiii.... tapi klo ngomong kayak si vicky prasetyo,0
Walapun Capek tpi lebih  Asikk bisa lihat  pe.madangan kanan ,0
"Sabang - Aceh, tolong pak sandi benah menjadi wisata kelas dunia. Sabang - Weh Island itu sangat indah cuma kurang di promosi ke manca negara. Di Sabang - Aceh, Hotel sama Mall aja kagak ada apalagi yg lain, makanya turis manca negara males singgah ke Sabang - Aceh. Dan pelabuhan Sabang juga mohon direnovasi menjadi pelabuhan bertaraf internasional. Agar Aceh bisa cepat maju. Dan satu lagi pak Sandi, di Aceh sangat minim pabrik industri sehingga menimbulkan banyak pengangguran dan kemiskinan disana. Kapan Aceh dibenah jadi Maju dan Mandiri. Terimakasih.",0
Positif bgt pak sandi,0
MasyaAllah Lewat rumahku pak banyuwangi kikiki,0
"Selamat jadi menteri pak, saya kira iya beneran di luar pemerintahan.",0
Andai di indonesia ada 9 sandi cpt maju negara ini,0
"Nggak jadi juragan, cukup jadi jongos sajalah",0
Om swastiastu pak sandidumogi rahayu pak,0
"Total biaya tolnya PP abis brp, pak?",0
"Pak sandiaga uno, pak habibie org nya sabaar bgt, dihujat sana sini tenaang aja, nggk reaktif, apalagi menuntut balik yg menghujat.",0
Pengen Juga touring Pake mobil tp suami nga bisa cuti lama,0
Mungkin ini cara yg baik utk lgsg ketemu masyarakat agar membangun kepercayaaan masyarakat bahwa anda layak jdi wakil presiden,0
"Alhamdulilah ya Pak Sandy.... Akhir nya bisa lewat jalan tol jawa hasil pembangunan di era pak Jokowi..,
Sehat selalu ya pak.....",0
next unsubscribe  adem ya bos sdah nyemplung ke kolam??? sorry ya bosss kami tidak suka politik munafik.,0
"MasyaAllah... Ternyata ada keluarga kami di menit 5:17 
Terimakasih Pak Sandiaga Uno 
Semoga sukses selalu dan berkah",0
"Om sandi & om AHY & didukung menteri yang kompak untuk membangun Indonesia yang lebih baik.
Walau DPR ga mendukung tak apa-apa..
AHY urusan luar negeri & strategi sedangkan Bang Uno urusan perekonomian dalam negeri.",0
"Barokalloh pa,.semoga bapa sekeluarga sehat selalu, tetap menginsprasi bagi. Negara butuh pemimpin seperti Bapak. 
Senang bisa bertemu sma bpk.",0
INTELEK CINDIKIAN MUSLIN KOMENNYA GAK MENYINGGUNG SESEMA MUSLIN MAUPUN NON MUSLIN  INI PEMIMPIN YG PANCASILA,0
"Kawan-kawan, ada yg bisa menjelaskan perusahaan Bang Sandi mana yg membangun tol Cipali? Kok beliau bilang di menit 2:25 waktu ""10 tahun lalu kami bangun"" ya?",0
"Wisata umkm jgn masuk tol pak, jalur biasa aja. Mampir ke warung2 makan pinggir jalan bantu umkm",0
"Sandi Uno lewat jalan tol : ""Saya inget bangun tol ini 10 tahun lalu""
Gw lewat jalan tol: ""Ini emoney cukup ga yah?""",0
Kita harus berterima kasih dg bapak presiden jokowi karena beliau lah yg gigih membangun jalan ini untuk kepentingan seluruh rakyat nya,0
"Wkwkwk... akibat stress nyalon,cari sensasi buat 2024. Palugada terusss",0
"Mana pak rumah nol dp nya,,, rakyat mana yg dapet,, buktikan bos,, mana,, siapa yg dapet?",0
Ada sule..asyik..,0
kerja cepat,0
Nonton pas pak sandi jadi mentri,0
"Sesekali bang Sandi bertemu sama orang"" Kecil yg kesusahan. Jangan tokoh"" Penting aja bang. Hehehe",0
"bang sandi pembawaannya adem. ini contoh baik, beda pilihan politik ga berarti harus musuhan. belajar banyak dari video ini!",0
siapa yang nonton ini setelah Pak Sandi dilantik menjadi Menparekraf,0
"Bang sandi orang yang berjiwa besar,...  Tetap menjalin hubungan baik dengan teman walaupun berbeda pendapat,  salut",0
Saya Demi Alloh ikut bahagia dan terharu.. Bang Sandi Adalah Sosok yang Sejati Buat Negeri..,0
Nongol di beranda..sekalian ngucapin selamat buat om sandi dehhh..selamat ya om atas diangkatnya om sandi jadi menteri pariwisata????maju terus om sandii...,0
"logo BUMN yang dulu merangkul, logo BUMN yang sekarang berliku-liku, membentuk ekosistem, semoga apa yg bapak ucapakan sesuai ya pak, dan birokrasi nya tidak berliku liku, dan setiap kebijakan nya pro kepada rakyat. tetap semangat bapak Sandiaga Uno membangun UMKM supaya kami tetap eksis di keadaan seperti sekarang.",0
"Bang sandi bang erik putra bangsa penerus negri ini.. 
Beliau ber 2 sangat dantun & bijak. Salam damai sehat sll pk mentri..",0
"Pak Sandi ini adalah sosok yang sangat menginspirasi dan memiliki personal experience yang banyak sehingga bisa dijadikan panutan buat kita,khususnya kalangan millenial sekarang..",0
